,id,Loai_cho,Chi_tiet,Gioi_tinh,Tuoi,vacxin
215,11635e1e0c8b44b68e3c82cf6f4a6eef,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",02 đực,02 tháng,chưa
216,292aeba8a8844a31a333c7c68f0f7e5a,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
217,3dff8c590f364cb0928eed4949e905de,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
218,5cdb0588c0b549dcb4186cb87070c211,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
219,65ac4e5931ee4b82a79a065d5e159e28,Shiba Inu,chó Shiba Inu Nhật Bản,01 đực 02cái,02 tháng,chưa
220,7740194ab5aa449bab141c2c8c575c99,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,đã tiêm 2 mũi
221,98236061bee2481c9c5f5ba42759cc05,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,chưa
222,bef346a2e8c84a72a2bedd33677f7cb1,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
223,cfb7ce8b257248838b5173253ccc45e9,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
224,de491f3eef654c129e59c351cabaf7dd,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
225,f311023ac32344e485e431cb7c6138e2,Border Collie,chó Border Collie,đực,02 tháng,chưa
226,01dd2a809c6f4393aafc1070508ca4cb,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
227,050a214f692e4e37a432eff1dcf71226,Border Collie,chó Border Collie,cái,02 tháng,chưa
228,06ccfcb0d23241ac90437c8983f00e09,Border Collie,chó Border Collie,cái,02 tháng,chưa
229,0813f88064104b1aa4d7e8d540dbdb96,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",02 cái 02 đực,02 tháng,đã tiêm 2 mũi
230,08f51f098b614de980cec4ccbb8ca76e,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
231,0a2364b6d7f64489888b3a11459c2140,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
232,0af8d7954f7946b7bbd91a62214eddb5,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
233,0d636f701e6140caba96f8d230b01b7d,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
234,0d65710d1a3c4e3792618145e7218120,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
235,1037eff130b8481e903fc7f47e51ddd4,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",01 cái 05 đực,02 tháng,đã tiêm 2 mũi
236,136c3166319143fc9c1800bd4b6e9e64,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,chưa
237,14d10285608047b993080ee500613a88,Cane Corso,chó Cane Corso Ngao Ý,đực,02 tháng,chưa
238,15304401100341f888acdad8afd7e384,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,chưa
239,15dfb101123843d4ab1c180915aca872,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
240,17eb046a004d411baaf0ae98f41fff1a,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
241,18b377201b4e472ca9a5f4ba551a9bb8,H’mong cộc,chó H’mong cộc,đực,2 tháng,chưa
242,1c8746afab3b474da1fa931726e4ca79,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
243,1f4351302ee34adab16d1968b1d7482e,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,chưa
244,20451eaf27db48edb16d55d576c49d21,Cane Corso,chó Cane Corso Ngao Ý,đực,02 tháng,chưa
245,209a41c2803a4d97a9998356c279e536,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
246,21e28989bdd0417689448a8affddca5a,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
247,22fd06ae394843bc81eba2c9ca8c911b,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
248,249e80f0118c40ec88b7fe291e9267d8,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,chưa
249,2738d8a5531c44e09e52ff065cb4ad5c,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
250,277f39e64a594dd19a0961db44cb8f9f,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
251,2826890c50404224915a470b07b09cdf,Becgie,chó Becgie Đức GSD,đực,02 tháng,đã tiêm 2 mũi
252,2d2e09dff2f44242ac0764b7e36c286f,H’mong cộc,chó H’mong cộc,đực,2 tháng,chưa
253,2eb42c23ae2042feb4a53022afe6a4b3,Bắc Hà,chó Bắc Hà,đực,2 tháng,đã tiêm 2 mũi
254,32b35f4b8a9a4dcabc0eec999137515f,H’mong cộc,chó H’mong cộc,đực,2 tháng,đã tiêm 2 mũi
255,3471fe3e42314cccbdfc14e75fe9c70e,Bắc Hà,"chó Bắc Hà, H’mong cộc",02 đực,2 tháng,đã tiêm 2 mũi
256,375171d1b96e436590039ee8cce8b1fc,Bắc Hà,chó Bắc Hà,đực,2 tháng,chưa
257,37940d591a504b139632fd5eb06cd2ec,Bichon,"chó Bichons Frise, Chihuahua, Poodle Teacup",02 cái 01 đực,2-3 tháng,đã tiêm 2 mũi
258,382db271f302441b9484b1b1cf63c499,Beagle,chó Beagle,đực,02 tháng,đã tiêm 2 mũi
259,3bdd600bd3544cf396dc9ca8b916ce4e,Bichon,"chó Bichons Frise, Chihuahua",cái đực,2-3 tháng,chưa
260,3cc6ba3cf7c94701afc9b2614c254080,Beagle,chó Beagle,đực cái,02 tháng,đã tiêm 2 mũi
261,439e4b7cc76447fc92f95ff9600eaeb4,Bichon,"chó Bichons Frise, Poodle Teacup",02 cái,03 tháng,đã tiêm 2 mũi
262,43d231d447814386b727213f38110317,Chihuahua,chó Chihuahua,đực,02 tháng,đã tiêm 2 mũi
263,481cee36e8de41bdae79e867c8e531ac,Poodle,chó Poodle teacup,cái,03 tháng,chưa
264,48b50d9b293b464e8d6421dea7df4996,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
265,4aca6f301370446c972b45af0a499aba,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
266,4e1385b01d0c4a51a94d4daeab19acc0,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,đã tiêm 2 mũi
267,4f4b4a012841466e86e607e3ea1362cc,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,đã tiêm 2 mũi
268,4f571218667b4bf4854a1be4a2fd4a62,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,đã tiêm 2 mũi
269,53192e8673c740499478460e526394c9,Corgi,chó Corgi Pembroke,cái,2 tháng tuổi,đã tiêm 2 mũi
270,53a2c1ddea9040268bc870e713002adb,Corgi,chó Corgi Fluffy,đực,2 tháng tuổi,chưa
271,55865d5dd10e4f8480dd9299cd7d8922,Corgi,chó Corgi Pembroke,cái,2 tháng tuổi,chưa
272,57686c49b8504e808b6c5db9485142b9,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,chưa
273,5a1393fa495148979c2101ca7de3826f,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
274,5acf1f6777a44f8e90465eb2a57672fd,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái đực,02 tháng,chưa
275,5d1578dc2e7a43cba34e88ad25ac23fc,Bichon,chó Bichons Frise,cái,02 tháng,chưa
276,5e8ccee74cd149cc924329ab3dfaaa0f,Doberman,chó Doberman,đực,02 tháng,đã tiêm 2 mũi
277,5e8f705e61be4371ad107c63b7995bd5,Doberman,chó Doberman,đực,02 tháng,đã tiêm 2 mũi
278,5f274e411dc8472086d586b7c2eea86f,Beagle,chó Beagle,đực,02 tháng,đã tiêm 2 mũi
279,602c9bf5ba8a48069e32960e27a6e955,Beagle,chó Beagle,cái,02 tháng,đã tiêm 2 mũi
280,67ff21b707e9403296817af0f3ca1087,Beagle,chó Beagle,04 cái01 đực,02 tháng,chưa
281,69a7bcd904eb4b42866998368d4685eb,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,chưa
282,6a360797c94c49298b09087f59e736a5,Becgie,chó Becgie Đức GSD,đực,02 tháng,chưa
283,6a4c790072634c939bc82ac0d5724a3b,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
284,6c1ef5a9c30f4ae7bd88f812379cdfbc,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,chưa
285,6fd0ba923b1e40498b598eec04cb916d,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
286,7409c6f0c65840478d53c0a649a6dc78,Bull Pháp,chó Bull Pháp,đực,02 tháng,đã tiêm 2 mũi
287,7519cec80a1c4d939a6721a8afe901c8,Bichon,chó Bichons Frise,cái,02 tháng,chưa
288,7972318209cb43809125803805a1740c,Phốc Hươu,"chó Phốc hươu (fox hươu, phốc, fox)",đực,02 tháng,đã tiêm 2 mũi
289,7ad5aabb01e64b89b0e7b35557ceae36,Corgi,chó Corgi Cardigan,đực cái,3 tháng tuổi,đã tiêm 2 mũi
290,7af2d9976273417db1e930acd28bf3b3,Corgi,chó Corgi Cardigan,đực,3 tháng tuổi,chưa
291,7c9bf9cf2dbc42a794896051106f8f3a,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
292,7e2ace42cf524b4ab9f02417b3503cc5,Phốc Hươu,"chó Phốc hươu (fox hươu, phốc, fox)",đực,02 tháng,đã tiêm 2 mũi
293,7e8cf1b3a8014cfd80203cb3671952cf,Bull Pháp,chó Bull Pháp,đực,02 tháng,chưa
294,7ff09f89ea684d73aaecbcf7d04c3859,Border Collie,chó Border Collie,đực,02 tháng,chưa
295,805529b50f474bc6b24fc950ac3dff79,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
296,81be0b9e4bd646be88c03452db79d09b,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
297,82e8866ea5884ecf9a886eb5c147e9cc,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
298,834d2d6ca4e84ac39e5f7910360a6163,Chow chow,chó Chow chow,cái,02 tháng,chưa
299,83edc0fb1fdb4327841bab3505d39c3e,Border Collie,chó Border Collie,đực cái,02 tháng,đã tiêm 2 mũi
300,8624e9af07184cbf8254c25f3305b4da,Border Collie,chó Border Collie,đực cái,02 tháng,đã tiêm 2 mũi
301,88cd13bbb42b41808dff003de2bd155b,Border Collie,chó Border Collie,đực cái,02 tháng,đã tiêm 2 mũi
302,8a40b366cf054ccaad99c3fed597efce,Corgi,chó Corgi Cardigan,cái đực,1 tháng tuổi,đã tiêm 2 mũi
303,8b0db6904d304948a49b85c2d52fb30b,Lạp xưởng,chó Dachshund (Lạp Xưởng),đực,02 tháng,chưa
304,8c071837ab6549008e93452c8a4fd9c1,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
305,8f181a49aa4541a09c333306ddc49f19,Alabai,chó chăn cừu Trung Á – Alabai,đực,6 tháng tuổi,chưa
306,93426da1d19e43dfa56cc958c4a475ca,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
307,9445e629876c4e9f97c83c5f450445ca,Corgi,chó Corgi Pembroke,cái,02 tháng,đã tiêm 2 mũi
308,9d45da1c4e2b4cab9cc5969b05bc8844,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
309,a2b2990710bf4235a558d769a879279e,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
310,a64a3ff3ced84ce6807bed62c522d711,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,2 tháng,đã tiêm 2 mũi
311,a798d33dfc9e40c3b8a03ee177c78252,Samoyed,chó Samoyed,01 đực,02 tháng,chưa
312,a9fee257c20a45a79c2e5f13018b92d9,Border Collie,chó Border Collie,cái,02 tháng,đã tiêm 2 mũi
313,abdb38e6f38444bf9cbd1e612de8324d,Border Collie,chó Border Collie,cái,02 tháng,chưa
314,acfd2012d80c4e2aa6106caa6f5d341e,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
315,ae3188ba3cd04d5390603832c0fc8769,Border Collie,chó Border Collie,đực,02 tháng,chưa
316,b07acf0a964f4198a6c48d18e793b5d5,Border Collie,chó Border Collie,02 đực 02 cái,02 tháng,chưa
317,b0aa61ac1708410c8949ba7f202692a1,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
318,b0dc93ab78ed41b78ba3d8553e3b5289,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
319,b38dac86da964f4f87d051373d2dabd5,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
320,b41e1420a7e7418a9cfccab12d4478f8,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
321,b499d689ce01489bbd72c2b16414e176,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
322,b6ab75102f55450fa38a377128209978,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
323,b733c596c133476fa654b4bd20e38829,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
324,b85bd0ea4c9c4233b405ed75037c111c,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
325,bbfa3bc12f4c482bb0b7601486b7b8ca,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
326,c0b4585aea2840c386a2cb8d6436d40a,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,đã tiêm 2 mũi
327,c2f09615752648f1bdcf1393c06a5f58,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
328,c4674d93eb164a0c85f9c9a885b3012c,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
329,c5f086fa86ca4a679b3951c8a4909e3e,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
330,c70279875f1f4d299b4b16a74036a458,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
331,c973ea54fb7f44a3b5bfc83f221ab200,Border Collie,chó Border Collie,đực,02 tháng,đã tiêm 2 mũi
332,c9aef1163f1f41468955b029c5b6036b,Border Collie,chó Border Collie,cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
333,ca0695f1a70940b58f89c2e87d4bd697,Border Collie,chó Border Collie,01 cái 02 đực,02 tháng,đã tiêm 2 mũi
334,ca6beff356624191b7a8f6282ff26031,Labrador,Labrador Retriever,02 đực 01 cái,2 tháng,chưa
335,cb57931695cd4fd0bd26c467b156383c,Shiba Inu,chó Shiba Inu Nhật Bản,cái đực,02 tháng,chưa
336,cbf5b99d0fff45ecadbefc9b4d8a41e0,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
337,cc438e2f83434c1e8d118277046d28bd,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
338,cc75ba81d4ba4e8d9ddc6985a33281f2,Poodle,chó Poodle Tiny,cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
339,cd46a3dcb51d4514985792afba7f0761,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
340,cedcf7d5dd8646b1b948cc4b1cb4f49a,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
341,cfc63c069c444b29916a84597d10f9ba,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
342,d127fe59b3b844b3b0409d088000b1f4,Shiba Inu,chó Shiba Inu Nhật Bản,cái đực,02 tháng,chưa
343,d66793fe3ab74648936e51fe4796b37e,Shiba Inu,chó Shiba Inu Nhật Bản,đực cái,02 tháng,đã tiêm 2 mũi
344,d7b3b2e5ce724107ac526ad2a0c99558,Shiba Inu,chó Shiba Inu Nhật Bản,đực cái,02 tháng,đã tiêm 2 mũi
345,d90ccd5332154225b2935b3c6c9e8055,Shiba Inu,chó Shiba Inu Nhật Bản,đực cái,02 tháng,chưa
346,dd599e03f3014123ac12db5ee04e62e5,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
347,ded1f564fe3a432eb6eb45d38fc092f1,Shiba Inu,chó Shiba Inu Nhật Bản,đực,06 tháng,chưa
348,e03bf713ce854dd1ac528b93c26f6c96,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,đã tiêm 2 mũi
349,e1d3f35f24544dc08984fd32c6a1c138,Labrador,Labrador Retriever,đực,2 tháng,chưa
350,e372cec1c29c4ecc9bd1e884e3acd2ed,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
351,e3e2a2d1ed7c4673a64020dd5cff233e,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
352,e4041077849a47b898d40582b60356db,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
353,e5b00f08eced4fa68d0b5ab86614788b,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
354,e933b71ed9ba4dfb80a5c9b21643de48,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
355,e97effdd71df4be49cf9c4b9f1bb198a,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
356,ec58ef48e4bd47b29d23d03b2e0fc363,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",02 đực,trưởng thành,đã tiêm 2 mũi
357,ec732f0e0a6144f89933002161d5c05d,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,trưởng thành,đã tiêm 2 mũi
358,ed96488926f741e5b60f1e1efcd787c4,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,trưởng thành,đã tiêm 2 mũi
359,edc99c7e9b5d402197c338afc8b43760,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
360,f54d4d8ab6634301bb961755625ed1a1,Alaska,chó Alaska Malamute,đực,02 tháng,chưa
361,f75a5a22391141ed90c29e9842fd73d7,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
362,f80a3fef92ee48e89531936284dc215b,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
363,fab1ad72d6ec46928e9f0848ee8979c9,Poodle,chó Poodle Tiny,02 cái,02 tháng,chưa
364,fd31464783c7400fb49d9065d3ef292a,Labrador,Labrador Retriever,02 cái 03 đực,45 ngày tuổi,chưa
365,ffa9656e1f7048588f171127c5de1dc3,Labrador,Labrador Retriever,01 đực 01 cái,02 tháng,chưa
366,0ed5ef1ed942489694d6ac0818c21391,Golden,"chó Golden Retriever (Gâu đần), Labrador Retriever ",đực cái,02 tháng,chưa
367,2a21a19b807c4a30ba29a0721ae81443,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
368,e62f497400a449cdbdcc702e8da073c5,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
369,04f8a701c1a34a2f85a9a2df48ed3d06,Poodle,chó Poodle Tiny tai bướm,đực cái,02 tháng,đã tiêm 2 mũi
370,0569b63889294b03ab94ce49f695bfa1,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
371,05ed9085d54b4f3d92e4c3e5223d9771,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
372,066fe40fde67493884713af57393ec93,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
373,0750168f69f24641b046259337132f00,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
374,0bdd8f30df0247b2b4447e78f6469a62,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
375,10702525601a40d9a08b7e11341cb115,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
376,14ce25301c604c379e37bafa96bc0182,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
377,179132fbe27c4f3c8eab5a547d51a6d3,Poodle,chó Poodle Tiny,cái Tuổi: 02 tháng,02 tháng,chưa
378,1a8946eb8af848de8e1f9de6e78c0e6f,Poodle,chó Poodle Tiny,cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
379,1d1c1f76f6974783918b78e253d4beb1,Poodle,chó Poodle Tiny,cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
380,2439be0f1d3c449e92c410fb03dd2686,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
381,3b3d641cc46d4194b2bb2f42ee2ee627,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
382,4980f15ae22348e28c5c8313ee26193d,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
383,49c9a55f2e7445c0af0616b196041ccd,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
384,4be9c06a3ece4889b3b81f62252882db,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
385,53115a2b82bc48f2bab2f613c1130e33,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
386,55f9d80acf2848b58e1255555bb29e54,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
387,6296493caafc416abccd4745a3c5b3cf,Poodle,chó Poodle Tiny tai bướm,đực,02 tháng,chưa
388,65f86bb97e2043b39cc880560294c3d7,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
389,67d26eb3c49440feaf7fb1e0c02bcabc,Poodle,chó Poodle Tiny tai bướm,đực,02 tháng,đã tiêm 2 mũi
390,698be8e893ef4c79bbdc9ffb47dccb60,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
391,6cf33e94d756440397417bfdd63c5f80,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
392,73d4e4a56c3a470d9de08d20746eecac,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
393,867b5f727839474581869f7e95cb2512,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
394,88de20041b754c17aab660c70704ac3d,Poodle,chó Poodle Tiny tai bướm,đực cái,02 tháng,đã tiêm 2 mũi
395,89e718f8de474e4abcabf37fe1118fde,Phốc Hươu,"chó Phốc hươu (fox hươu, phốc, fox)",đực,03 tháng,chưa
396,955ee816848a44ef83dc3953fbf32d1a,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
397,95848d06267d419691c493cd75992e17,Poodle,chó Poodle Tiny,02 đực,02 tháng,đã tiêm 2 mũi
398,977b7b2c40d24b55acf653c42bad9f6c,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
399,9abcb19bd8ba4e0b964a4b70722f68a9,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
400,ac7d75b2f9bf4f2497d5c5bcd526587f,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
401,b33a2b7a5c4044e6bc2b671d87144df0,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
402,bc791d273d90446e834628ac82f33e10,Shiba Inu,chó Shiba Inu Nhật Bản,01 cái 03 đực,02 tháng,chưa
403,c5da75da0a60468a9503d10e09633c87,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
404,d228a4fac9f248c1905e9fd0209d9d97,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
405,d64b7bc5f3354c47962530350559e6ac,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
406,d7698823838a4261ab0a44e7a613f143,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
407,e73743501b7f40eabe063cc841b246b7,Corgi,chó Corgi Pembroke,đực,25 tháng,chưa
408,e8c7f6f90fbe445e949ddbc5675d21c6,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,chưa
409,f4052b9c1cb74bbb9ab760257820f573,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
410,1be7cb22c9314711a7f14e81fbe4988f,Phốc sóc,"chó Teacup Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
411,205efac4fecf4573bd2445a3d04702d2,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
412,25cd7790665746179c7dcdc71d69987d,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
413,2c74a2e0ed3a4f57a75ecdf6519054df,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
414,2cd30910dd6d41d9bbf9097dfa9a2eec,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
415,2d6042d888b34c5bae53c6f7eabaec13,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
416,3208db9fb4654b298fd73ae13dc1ee48,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
417,42e9c081e1504c979fbde209834c8061,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,đã tiêm 2 mũi
418,4fb9a41b03cc497184f779b5bd509621,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
419,7da8869be6ad47c1b8a734c3a2fbe9b8,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
420,97ef4543d5574bd7ae6bd83bc49a66a2,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
421,9966a7aacb694c41afbdba9c13ac5b95,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
422,a3a4c218a50445628b7ff59510353a60,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,đã tiêm 2 mũi
423,ae9a5993989e4d6eb8bdc533eb44946c,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
424,b724ffeee31e42529e357b8e201764f3,Corgi,chó Corgi Pembroke,cái,02 tháng,chưa
425,b9fdc76b75c448cebfcd4618889b319b,Corgi,chó Corgi Pembroke,04 đực,02 tháng,đã tiêm 2 mũi
426,3d0fd5eafe85457eb67301fa1d8f093d,Poodle,chó Poodle Tiny,đực,03 tháng,đã tiêm 2 mũi
427,6783c5e01f6f4d5b819201eeb294e64a,Alaska,chó Alaska Malamute,đực,02 tháng,chưa
428,963702ccedda4797a6b91f786ada50f9,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
429,a613dcc669874ed4b3eceaffb478e5dc,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
430,a8ea6d0c635748df85cd5107acfc9a69,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
431,035b2967562b420aa12c2ce6dc29dc2e,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
