,id,Loai_meo,Chi_tiet,Gioi_tinh,Tuoi,vacxin
190,6e3bdc3ab41b443b84eed9d96a295926,Munchkin,mèo Munchkin,đực Tuổi: 2 tháng,2 tháng,đã tiêm 2 mũi
191,6ecc11ed697e4cc39e4218973f715dcf,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
192,6f4c4b4d82ce4b52939e10878f6912d2,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
193,6ff1ad2fb8a5452aa6cef88065e42453,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
194,70022935ec344219ab0de08510566f62,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
195,70256ca77b47483897fcac45a18a5059,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp lửng, Màu sắc: Bicolor chocolate (hay bi-choco) ",đực,2 tháng,đã tiêm 2 mũi
196,716750b2dfe14252a8e594d94537ac49,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp lửng, Màu sắc: chocolate (socola, sô cô la hay choco)",đực,2 tháng,chưa
197,7250c007202b41b8a5c87ebb2990af92,Maine,mèo Maine Coon,đực,3 tháng,chưa
198,730cdca5b369430b8fcd2ea6e3b4793d,Anh lông ngắn,"mèo Anh lông ngắn (Brittish Shorthair, Aln)",cái,3 tháng,đã tiêm 2 mũi
199,73772cd4dc8540168a11f349c880c7d9,Munchkin,mèo Munchkin,đực,2 tháng,chưa
200,746033957a824cda9a44c80e25505e05,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish tai cụp",đực,2 tháng,đã tiêm 2 mũi
201,748966b36cc942c2b956a27bfbf85deb,Anh lông ngắn,"mèo Anh Lông Ngắn (British Shorthair, Aln) & Scottish Fold (tai cụp), Màu sắc: Golden shaded, Giới tính: đực, cái, Tuổi: 3 tháng",đực Tuổi: 3 tháng,3 tháng,đã tiêm 2 mũi
202,766c9e4507e548a992e4874eadced07c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, Màu sắc: golden shaded bicolor, Giới tính: cái",cái,2 tháng,chưa
203,774674beb3334d05b1a58ae5d0f4389d,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: tam thể, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
204,77a0f6433ffd4822be0b30e007cffca8,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
205,77c80e39fbbc46dda71bc842fc29d788,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: đực",đực,12 tháng,chưa
206,7815bff1fdb4429aa55681941c0a789b,Scottish,mèo Scottish Fold tai cụp,đực,2 tháng,chưa
207,7932577b0b7549d29f01c77bda975685,Munchkin,mèo Munchkin lông dài,đực,2 tháng,đã tiêm 2 mũi
208,7aec181f27e1470aa9fa4525d7ac1db3,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,4 tháng,chưa
209,7fe64b1024e54958a2b8f1f174290c6b,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
210,82bc5a81d10841d490f2a8773999cdbd,Munchkin,mèo Munchkin,cái,10 tháng,đã tiêm 2 mũi
211,8375ff96b6b6419a9b6c60a6a4a51e4e,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp, Màu sắc: Silver",đực,2 tháng,chưa
212,843b3a6d836844c88ec93f98e60a2e6f,Scottish,mèo Scottish Fold,đực,3 tháng,đã tiêm 2 mũi
213,849c8392021241c48697acef6f1d3637,Maine,mèo Maine Coon (mèo Mỹ lông dài),cái,2 tháng,chưa
214,84f5bfddeb1b42b18056152e6aa8c4de,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
215,8790688e8d7e4c22b04610d3500a71b4,Scottish,"mèo Scottish tai cụp, Màu sắc: Golden Tabby",đực,2 tháng ,chưa
216,88da005eb35b4024bdeae3358d99015d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
217,8a7d818481f4425990bf009dc991a801,Munchkin,mèo Munchkin,đực,25 tháng,chưa
218,8a85e042961b49d38aefe7adbfaa853f,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
219,8aa900b336b0450691e90bbc025bbf7f,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",cái,2 tháng,đã tiêm 2 mũi
220,8ae15bdd91ba477b84f51fbc52551ea5,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
221,8af20dd4781048038d91407bc07987a4,Anh lông ngắn,"mèo Scottish, Anh Lông Ngắn",đực,2 tháng,đã tiêm 2 mũi
222,8c9094e637b141b8a43beaa039e4797c,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",03 cái,2 tháng,đã tiêm 2 mũi
223,8d90acbde8c94151b2aa00212d87ca30,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",cái,2 tháng,đã tiêm 2 mũi
224,8e7656f7285e46309000d2d026b011a9,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, tai cụp (Scottish Fold), Màu sắc: trắng, Giới tính: 02 cái, 02 đực",02 cái 02 đực,2 tháng,đã tiêm 2 mũi
225,8ed901c7f95f4cb398630a1a812bc31a,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, tai cụp (Scottish Fold), Màu sắc: trắng, Giới tính: cái",cái,2 tháng,chưa
226,8f9a3b982c554825ac53d2f4983ab36c,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, tai cụp (Scottish Fold), Màu sắc: trắng, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
227,8fa74b7f0ead4b1fad19ec80c37ab2e9,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, tai cụp (Scottish Fold), Màu sắc: trắng, Giới tính: đực",đực,2 tháng,đã tiêm 2 mũi
228,911e5250d0e143a1adc5dd363e45ff65,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: đực",đực,2 tháng,đã tiêm 2 mũi
229,9369fdf0317f43db88acd398cfef96fc,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
230,93e3e8ca2ca2442dab9ffd19de3e479e,Scottish,"mèo Scottish Fold tai cụp, Màu sắc: Xám xanh",đực,2 tháng,đã tiêm 2 mũi
231,94066ae7580c465099712a3c81b6187f,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
232,947c22155cd14ff1b2109c55391f4495,Anh lông ngắn,"mèo British Shorthair (Anh lông ngắn, Aln)",đực,2 tháng,đã tiêm 2 mũi
233,94c538e40f854137904d76cc40632ab2,Anh lông ngắn,mèo Anh Lông Ngắn,cái,2 tháng,đã tiêm 2 mũi
234,94d14953c8b44d6eb59be765149c4d1b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp",đực,2 tháng,đã tiêm 2 mũi
235,97e0d46f96aa4e3e885c0d70153bc9a5,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: bicolor xám trắng, Giới tính: đực",đực,2 tháng,chưa
236,98b3df509d6a4b99a232efb1cf340646,Scottish,Scottish Fold tai cụp,đực,2 tháng,đã tiêm 2 mũi
237,9b8fd3ddd62f4ab1875ef4c1e425b1df,Munchkin,mèo Munchkin,đực (đàn 2 bé),2 tháng,chưa
238,9bc3b09a650847928999d077f8e22f7f,Scottish,mèo Scottish (tai cụp),đực,2 tháng,chưa
239,9ced41a433a84abfa1ca71d460007a59,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",đực ,6 tháng,đã tiêm 2 mũi
240,9d47d755d1bb4aebb761ee521890987a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp, Màu sắc: Silver Tabby, Silver Point",đực,2 tháng,chưa
241,9df44f170a8d4ca897c9b5b79073c974,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),cái,trưởng thành,đã tiêm 2 mũi
242,a1a09cd758b3473ea23ea4c6593a8a46,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
243,a1a2441dcf664122a03d192d33161610,Munchkin,"Munchkin (chân ngắn), Scottish Fold (tai cụp)",01 cái 01 đực,3 tháng,đã tiêm 2 mũi
244,a1d76061e21b414ab16a58314756b074,Munchkin,mèo Munchkin,đực,2 tháng,chưa
245,a1e23fe4b6894e41a7ef6795806875fd,Anh lông ngắn,mèo Anh Lông Ngắn,đực,12 tháng,đã tiêm 2 mũi
246,a274c9bc6057487b8cfd092318571f67,Munchkin,mèo Munchkin,đực,2 tháng,chưa
247,a4affd0279c04abeaae90d5560147334,Munchkin,mèo Munchkin (chân ngắn),cái,04 tháng,đã tiêm 2 mũi
248,a4d504fcbde94e84ae4d52b98904c4e8,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,đã tiêm 2 mũi
249,a5b2d3aa08da43c28c4313ca6541f569,Munchkin,mèo Munchkin (chân ngắn),đực,2 tháng,chưa
250,a7498f8c365346a29907b59f246c03bc,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
251,a9172895099e4eadb41e635507971e1b,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Scottish Fold (tai cụp)",đực,2 tháng,chưa
252,ab453bb8a94c4bfe8dd1bea7879ed1d9,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Scottish Fold (tai cụp)",cái,2 tháng,đã tiêm 2 mũi
253,ac334e239a974cb7b6d41958afc6b20d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
254,ac3c13264fa34108852d1fe9593bd7fd,Scottish,Scottish Fold tai cụp,02 đực,2 tháng,đã tiêm 2 mũi
255,acfe661756eb45be8b44819118500f62,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,chưa
256,ad6c926174c945f8837aaacbeaafcf40,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln",cái đực,2 tháng,chưa
257,afa3199065b940d7912aef76df24fa55,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln",cái,2 tháng,chưa
258,b008a194f0224d7bb3b2df5bc411ff8d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái Tuổi: 2 tháng,2 tháng,đã tiêm 2 mũi
259,b211e7785e0a4e3fa017403fa2e8064e,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
260,b2bf78559e0c4d9da7017d355c07bf42,Munchkin,mèo Munchkin,đực (đàn 2 bé),2 tháng,chưa
261,b51664e9b7ea479fbfd3b53e92a0c3ce,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
262,b599ddef3d804266b3b2f6e70c23735f,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
263,b62e4fbf312b40a38d376b986af34db6,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: đực",đực,2 tháng,chưa
264,b70cab5516134424b59b475fb94892cc,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
265,b8467a9bc52d4398b9864608af6f28f0,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,4 tháng,chưa
266,b88198950b0744c7a71ff0ad2b71e6b7,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,2 tháng,chưa
267,ba1e2e1c034d4c9ba4fdde65e0097ab3,Munchkin,mèo Munchkin (chân ngắn),cái,3 tháng,đã tiêm 2 mũi
268,bbbef8e7e5294de9b3f1c0f9ae4d0ed3,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp",đực,2 tháng,chưa
269,bf880a9789654650881328fc101b4b67,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: Bicolor",đực,trưởng thành,chưa
270,c06aed0ca64f4296a0b8f9dfe771d1e3,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: Bicolor",đực ,2 tháng,đã tiêm 2 mũi
271,c4a031d0553c4b49b3d542ada3f108ea,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: Bicolor",cái,2 tháng,đã tiêm 2 mũi
272,c856eb63844d4dc8bc2f6d20ff470b42,Munchkin,mèo Munchkin (chân ngắn) & Scottish (tai cụp),đực,2 tháng,đã tiêm 2 mũi
273,c8b4066979e448bdb7ba0be7ccce969c,Munchkin,mèo Munchkin chân ngắn,01 đực 01 cái,2 tháng,đã tiêm 2 mũi
274,c8c48cccffbe4a178d67dfc4f230359a,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),cái,2 tháng,chưa
275,c8daf5b0c1c94ac09a887a77df5bb204,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
276,c9cf9a5d48014b519138c33193e53704,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),01 cái 03 đực,trưởng thành 2 tháng tuổi,đã tiêm 2 mũi
277,ccd14be9cf5e44a980e0169954c01f63,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
278,ce7773916e574aef853412a77ecdf588,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,chưa
279,cea9846d79d8413eb9357ec3eb19e1ea,Scottish,"Scottish Fold tai cụp, Màu sắc: xám xanh, Giới tính: đực",đực,2 tháng,đã tiêm 2 mũi
280,cede8d137dc14f55b45f5f11f2807edd,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
281,cf2553241d4744e0ac7382f7641138ee,Bengal,"mèo báo Bengal, Màu sắc: nâu, Giới tính: đực",đực,02 tháng,đã tiêm 2 mũi
282,d192c38059b741eeba24d89543f4a895,Bengal,"mèo báo Bengal, Màu sắc: nâu, Giới tính: đực",đực,02 tháng,chưa
283,d2c744bf1c1f4e2cb82c15b6320cc129,Bengal,"mèo báo Bengal, Màu sắc: snow sepia",đực,2 tháng,đã tiêm 2 mũi
284,d32535120b094a3082c4270dc464ba12,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
285,d36b70d129d749c2a0a443c40989dac2,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
286,d4f6e7b9446c450a81f4bdd7b3f222f8,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: đực",đực,2 tháng,chưa
287,d8fa0d31c7f24376a7c19f1e68e07f40,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: đực, cái",đực,2 tháng,chưa
288,d904a585a8154272ad6e49dbcbf0aed3,Scottish,mèo Scottish Fold tai cụp,đực ,2 tháng,đã tiêm 2 mũi
289,d9429df6866f43f2b808d09a7cab4477,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), munchkin",01 cái 01 đực,2 tháng,chưa
290,da72fc076247417e89566e3537c41960,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
291,da7a7a2bf28740128fb8b0e80780f6d1,Munchkin,mèo Munchkin,đực,12 tháng,đã tiêm 2 mũi
292,db0de28f21da4218b07b9166dc581558,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
293,db13de0215f6455e94a6677097ea997c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), tai cụp Scottish Fold",đực,2 tháng,chưa
294,db5053b1a6a44a6188b82ed6dd498666,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
295,dbb972b5a478496b8a8bcc638fd932e9,Scottish,Scottish Fold tai cụp,đực,2 tháng,chưa
296,dc31d540fa414ac89769092b5de9fba3,Scottish,Scottish Fold tai cụp,đực,2 tháng,chưa
297,dc40b27f813e40d98e2fd5b3021d95c6,Anh lông dài,"mèo Ald, Màu: trắng",cái,04 tháng,đã tiêm 2 mũi
298,dcd32536a3bb4fa8a5d660f354ffe268,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
299,df2fbbc2688d4eb2bf342d6496586afc,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
300,df3f71ce49984d1db427982e10929b88,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
301,e19fa2a46921456a8ecd5fc465218e04,Munchkin,mèo Munchkin (chân ngắn),cái,3 tháng,chưa
302,e28b8f77814b46a9bb17665fcc1c8186,Munchkin,mèo Munchkin (chân ngắn) & Scottish (tai cụp),cái,2 tháng,đã tiêm 2 mũi
303,e2d88f280e374fc2bc7b033fe8977b98,Scottish,Scottish Fold tai cụp,cái,2 tháng,đã tiêm 2 mũi
304,e4b51208c1fb458585aadc2c75be4009,Scottish,"mèo Scottish Fold, Màu sắc: Silver",cái,04 tháng,chưa
305,e7a037ef9c0743cdb3f5e3c64450b63f,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
306,e7cc44eb295c44678d5f576b3066ef57,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,đã tiêm 2 mũi
307,e8ab382d48f640348729ae0de9e31963,Munchkin,mèo Munchkin,cái,5 tháng,đã tiêm 2 mũi
308,e909096dfe254c29853a396a579c0c18,Munchkin,mèo Munchkin (chân ngắn) & Scottish (tai cụp),02 đực,2 tháng,đã tiêm 2 mũi
309,ec935aaa578a49659dec948c985958b2,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
310,ee1adf823f2b4ab996ee232f88d8bd1e,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp",đực,2 tháng,chưa
311,ee6ce8632af64890aa4e49a1b025bed3,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
312,efe87a03228349feb0f84083a8a2b79a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
313,f33abeb31de44b25b9fbb5a8f2c103a5,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
314,f39f203fbb2947cbb9f4f6498183a01e,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
315,f76a16701349446bbf2015a98b0719ef,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
316,f76c6ad38b64407eb5064c439f7425b7,Scottish,Scottish Fold tai cụp,cái,2 tháng,chưa
317,f8b003a3e87645c78adfee12845a115c,Anh lông ngắn,mèo Anh Lông Ngắn & Scottish tai cụp,đực,12 tháng,chưa
318,fb0ba751a9dd44c690eaf1fbb4d246f0,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp",đực,2 tháng,đã tiêm 2 mũi
319,fd5832b25caf4ef28f69b494470a378c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Scottish Fold tai cụp",đực,2 tháng,đã tiêm 2 mũi
320,ff7ac913641a4321b36976d04f597a98,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,12 tháng,chưa
321,a333276e116541cd8f4fd01141b64f3e,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
322,06c5123b47714186871d9fbbbe3f581d,Munchkin,mèo Munchkin,đực,2 tháng,chưa
323,1cb01d94b9824811abeb10a1b4043490,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
324,24840ae8ce924f66a3c9e6d65517a5df,Scottish,Scottish Fold tai cụp,cái,2 tháng,chưa
325,3d46422a663843939ebc7234c060b9bb,Anh lông dài,mèo Anh lông dài,đực,2 & 5 tháng,đã tiêm 2 mũi
326,44b56f4159fe4290965959df6d26fae7,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
327,6c1205e6cc5549c88987d157dccf7d09,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
328,6cafeea3a44d4be889827e29e12e43d0,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
329,71b0a894f1314db9b91bf63b260fb60d,Scottish,mèo Scottish Fold,cái,2 tháng,chưa
330,73d363d2ad42482e98951f5baf9919fd,Munchkin,mèo Munchkin,đực,2 tháng,chưa
331,8c71fd5594ad4b2dae74619a9fd44041,Scottish,mèo Scottish Fold tai cụp,đực,2 tháng,chưa
332,9a272f162c2342719717173f65a66636,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
333,a3a4dacc1c524132a34d7046f8a65988,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
334,a54cc8f99b75473b828fd0f06918f334,Scottish,"mèo Scottish Fold tai cụp, Màu sắc: xám xanh, Giới tính: đực, Tuổi: 2 tháng",đực ,2 tháng,đã tiêm 2 mũi
335,a9acd1a867b4416cb39489eb706897e7,Ragdoll,mèo Ragdoll,đực,2 tháng,đã tiêm 2 mũi
336,b123ecb84afb4218a6e1f037e8cd1b29,Scottish,Scottish Fold tai cụp,cái,2 tháng,chưa
337,bcad4196845b4bebb590c732f121f0af,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
338,c6763771dea44d99ade87b8079faa779,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish Fold tai cụp",đực,2 tháng,chưa
339,e8d3f3943b1b42eaadd0374b405d18a1,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,6 tháng,chưa
340,fe2489c53afe4ab58cef4516864e1164,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,6 tháng,chưa
341,20c67edf5cc243628bcdd8476fde240b,SPHYNX,"mèo Sphynx không lông (mèo Ai Cập, nhân sư",cái,2 tháng,chưa
342,232b1a5b303b4663b452b5d9ab24d38a,SPHYNX,"mèo Sphynx không lông (mèo Ai Cập, nhân sư",đực,2 tháng,đã tiêm 2 mũi
343,2776a4588291420a9945c0ea8c9c2da5,Scottish,"Mèo Scottish Fold tai cụp, Màu sắc: Silver",đực,2 tháng,đã tiêm 2 mũi
344,479cdfdf985749019c3ccaacf076945a,Scottish,"Mèo Scottish Fold tai cụp, Màu sắc: Silver",cái Tuổi: 2 tháng,2 tháng,đã tiêm 2 mũi
345,48ad329feace450abadb3dc4d96b67c2,Anh lông ngắn,"Mèo Anh lông ngắn Aln (British Shorthair), Giới tính: đực",đực,2 tháng,chưa
346,4ef62b422e984ed1a20298592c3fac23,Anh lông ngắn,"Mèo Anh lông ngắn (British Shorthair) Aln, Scottish Fold tai cụp, Màu sắc: Silver",đực Tuổi: 2 tháng,2 tháng,đã tiêm 2 mũi
347,7afedbb63b794626901c6b8615cad980,Scottish,"mèo Scottish Fold tai cụp, Màu sắc: tabby, Giới tính: cái, Tuổi: 2 tháng",cái Tuổi: 2 tháng,2 tháng,chưa
348,8901ad97ca734e5eb398dd69009d724c,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: bicolor, Giới tính: đực",đực,2 tháng,chưa
349,8f351cb9d4ad4d8b94cd549a9344422b,Anh lông ngắn,mèo Anh lông ngắn,đực,2 tháng,chưa
350,8f39ecda906845cea2493d0c520aa13b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: xám xanh",đực,2 tháng,chưa
351,d554b946c2ba477faca391791fda1961,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
352,02d50ade804b4c67ad39f84280757674,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: Silver",đực ,4 tháng,chưa
353,0429e7c34327479aa344f6d5e20b96c5,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
354,05c19e482b3a421097f87599a340656b,Bengal,"mèo báo Bengal, Màu sắc: nâu, Giới tính: đực",đực,03 tháng,đã tiêm 2 mũi
355,0ab1245f6f46459ebe385ecda1ef9105,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish tai cụp",đực,2 tháng,chưa
356,0b56f8e8092a47df8e8b4d947c559dbb,Munchkin,mèo Munchkin,đực,2 tháng,chưa
357,0eadc87cee104f82b373d0f6623d0611,Munchkin,mèo Munchkin,đực,2 tháng,chưa
358,1018b49186f245d59b1cdbe2182b0917,Munchkin,mèo Munchkin,đực Tuổi: 2 tháng,2 tháng,chưa
359,12785472dbd240fc99bb74b6b7e3edaf,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,đã tiêm 2 mũi
360,1349bd8a9a4c4d71a55cc87fa12052b0,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
361,17078c34a44a4729a2e488d635cd7337,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
362,1cc2c0fc6bff4ecc9db16229fd3e8c01,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,12 tháng,đã tiêm 2 mũi
363,1f8c6403e60942b4a426df228ee32b6c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
364,21d28e6fe5b74018bdf5ec9e71538066,Maine,mèo Maine Coon,cái,3 tháng,chưa
365,22f44293b08a4a3ab10a0b40abc8b9ae,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
366,2471b66e0ea0407190baea94d68ff59b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: xám xanh",cái,2 tháng,chưa
367,26663bac037a4be38fb17907b54e1f40,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: xám xanh",đực,2 tháng,chưa
368,28a2cc404a4a4a5dad62839a9747625c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: xám xanh",cái,2 tháng,đã tiêm 2 mũi
369,2be7942bcbbc40f0928167c1fe6d8d06,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: xám xanh",đực,2 tháng,đã tiêm 2 mũi
370,2c770540cb60403c814bed0e50e70434,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Màu sắc: Silver",cái,2 tháng,đã tiêm 2 mũi
371,2d6549a41c2d469894047067a96994eb,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, Màu sắc: red tabby, Giới tính: đực",đực,2 tháng,chưa
