,id,Loai_meo,Chi_tiet,Gioi_tinh,Tuoi,vacxin
372,3925699e42984e5db0be06efa0c79c3e,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, Màu sắc: tam thể red tabby, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
373,3fe00414f2394524a635b0dcf5968697,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, Màu sắc: red tabby, Giới tính: cái",cái,2 tháng,chưa
374,40ddb9e455be4410871258f975bba088,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, Màu sắc: tam thể, Giới tính: cái",cái,2 tháng,chưa
375,4a0e782733914fe38b1dae990979a440,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair), Aln, mèo Anh lông dài (British Longhair) Ald, Munchkin, Scottish, Màu sắc: tam thể, golden shaded, bicolor, Giới tính: cái, đực",cái đực,2 tháng,chưa
376,4cc6ce1d8cd44eb3bb2f48dcf6d9c50a,Ba Tư,"mèo Ba Tư 34, Màu sắc: trắng, Giới tính: cái",cái,2 tháng,chưa
377,4dcb0cdac6c7447d9399b228d1054736,Bengal,"mèo Bengal, Màu sắc: nâu (brown), Giới tính: đực, cái",đực,2 tháng,đã tiêm 2 mũi
378,52205c16a291428face817f31a107178,Munchkin,mèo Munchkin chân ngắn,đực,04 tháng,đã tiêm 2 mũi
379,587b5366b0a44df7965ae83c3ed9011f,Anh lông ngắn,"mèo Anh Lông Ngắn (Aln), Anh lông dài (Ald), Màu sắc: Golden ny25, trắng, Giới tính: đực",đực,12 tháng,đã tiêm 2 mũi
380,59f3626dd8304a24af41abb291720e5e,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: tam thể, Giới tính: đực",đực,2 tháng,đã tiêm 2 mũi
381,5b2917718e5b403b814a78960688d23d,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: tam thể, Giới tính: đực",đực,2 tháng,chưa
382,60264393964e4dc08227b1d253747166,Scottish,mèo Scottish tai cụp,đực,2 tháng,chưa
383,60f80dd0ba3a4f1ba425f7325b8289d2,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,6 tháng,đã tiêm 2 mũi
384,63956ff64fa34565a23309a74a41e55b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
385,64e4ade63ab14c15ba9d50595c356a0f,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,6 tháng,chưa
386,67db283c80de4be1b6fda575816c539d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
387,6ba48f05a688464997b8fb66d24d80b5,Scottish,mèo Scottish Fold,cái,8 tháng,chưa
388,6e954900a5a2426bb33f26c75ba74719,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
389,7165a29e35f44d6488fdaa764d7633c2,Maine,mèo Maine Coon,đực,3 tháng,đã tiêm 2 mũi
390,73ae0a26007149afa0689160bfe29f0a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln) & Scottish tai cụp",đực,2 tháng,đã tiêm 2 mũi
391,74470ebb1244404ab11b000fe964709b,SPHYNX,"mèo Sphynx không lông (mèo Ai Cập, nhân sư",đực,2 tháng,chưa
392,75e173e1c63245a495669cfccfbd1b23,Munchkin,mèo Munchkin,cái,2 tháng,chưa
393,77e125b163bd43468a37f1a67ffb0885,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
394,78f4a99905c343d087396ab2958a2c57,Scottish,mèo Scottish Fold tai cụp,đực,2 tháng,đã tiêm 2 mũi
395,79f128613dbd45d0a76a14319cedb1d7,SPHYNX,"mèo Sphynx không lông (mèo Ai Cập, nhân sư",cái,2 tháng,chưa
396,7b259c2717694891a66827721f6464a0,Munchkin,mèo Munchkin,đực,2 tháng,chưa
397,823c3ff250474dc984ef4e115273e92d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
398,8307e3ea9c25450b8b9b1322218b3751,Ragdoll,mèo Ragdoll,đực,2 tháng,chưa
399,899f174eea6d4918a9c122d9de88aef9,Scottish,mèo Scottish Fold,đực,25 tháng,đã tiêm 2 mũi
400,8a5d79f02b4842a8b0d835df5a9b1343,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
401,8c1073b179c7459f80f115f866d2ccf8,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
402,8f820edf15c742d09a68873c0ee8ea7d,Munchkin,mèo Munchkin,đực,2 tháng,chưa
403,903234a5a18a496a96b2e440d9c25b86,Munchkin,mèo Munchkin,đực,5 tháng,chưa
404,90bc4dd02b7947ed8344d92d039f19d3,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,3 tháng ,chưa
405,913fb5e5862d4c2abe4c7eace1018e6a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
406,93c6d49fe4614ba68c22d4526f607652,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
407,97fc148ba02f4adda98a010cfb11a32c,Munchkin,"mèo Munchkin tai cụp, Màu sắc: trắng",đực,2 tháng,chưa
408,9a6a900e0efd4795a4e9467c399d65d7,Munchkin,mèo Munchkin,đực,25 tháng,đã tiêm 2 mũi
409,a0e60e1a12d041c69a698bb9f9d1d8ae,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
410,a7d3694bb15442568caf4bd45649fe92,Scottish,mèo Scottish Fold tai cụp,đực Tuổi: 2 tháng,2 tháng,đã tiêm 2 mũi
411,a83bfc8855454e6993020ebadc66f1a1,Munchkin,mèo Munchkin,đực,2 tháng,chưa
412,a86f784792054687908e9375c874c667,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,trưởng thành,đã tiêm 2 mũi
413,a8a4361d5dc14d9e9ce2e746630edace,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
414,a92e9d15a30e48a69c0034eda5e1bd79,Scottish,mèo Scottish Fold tai cụp,cái,2 tháng,chưa
415,a9fd1bed3b4f408498524bfc247e9d3a,Munchkin,mèo Munchkin Scottish,đực,12 tháng đực giống,chưa
416,aa9ad790b1b84c8eaeeaa73c28190ec2,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
417,ab30f234dbe24e00819182015e6e99a1,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
418,b11ad7b58e7546d8a59f38b49d029cad,Munchkin,mèo Munchkin,đực,12 tháng,chưa
419,b21b76671a084436a4f1ac1e99fe91b5,Xiêm,"mèo Xiêm, Màu sắc: Hyma",đực,2 tháng,chưa
420,b4b2041d33dc474c88b9400aa2ed87a0,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
421,b6a51bf3b381438e90cc5385b54c319b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
422,ba8f5af992764d13bd396d0e63e7cee5,Bengal,"mèo Bengal, Màu sắc: nâu đỏ ((brown bengal)",đực,04 tháng,đã tiêm 2 mũi
423,bea13a186c9d4f3c9300eb489f2a6420,Bengal,"mèo báo Bengal, Màu sắc: nâu, Giới tính: đực",đực,02 tháng,chưa
424,c21790099acf4a958b777fc7dc5ab074,Ragdoll,mèo Ragdoll,đực,4 tháng,đã tiêm 2 mũi
425,c26d0636d392439b92e64b3632e84e4c,Ragdoll,mèo Ragdoll,đực,4 tháng,đã tiêm 2 mũi
426,c31e5a3eaa9f4dcea4dd9f856475217c,Ragdoll,mèo Ragdoll,đực,4 tháng,chưa
427,c40236bcb2f7408d8a204f2dbb0b7658,Anh lông dài,"mèo Anh lông dài (British longhair, Ald)",đực,2 tháng,chưa
428,c666b3dcb55e4d6ea61a6fc49f362556,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: bicolor lilac (lilac + trắng), Giới tính: đực, Tuổi: 2 tháng",đực ,2 tháng,chưa
429,c6cabdaf0e554336b37978934d1e5d88,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
430,c7c349abec684500afad51883a4769bb,Scottish,mèo Scottish Fold,đực,3 tháng,chưa
431,c8fffd8f8cb1498db6dbeb6abc3ee15d,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
432,d35d85da454c4a30993e6fd9f58d3108,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
433,d7451e185ab24ca39ad0ac219efad799,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,02 tháng,chưa
434,dd0030853cb045e6a19d3fcd30fd2820,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
435,debe5d3ccdc844caa3cf07fa8740e439,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,6 tháng,chưa
436,df0224d7c3cc4a059217a44542d729b4,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
437,e36f1aa71f4f4976b219e369707e8524,Munchkin,mèo Munchkin (chân ngắn) & Scottish (tai cụp),đực,2 tháng,đã tiêm 2 mũi
438,e44cde3d3dd84407aff7bbe7027f31e1,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
439,e5713ba094b94404aca5f9962ba24470,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
440,e5d11cfb45a54fa7af76e52c733f007c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
441,e88efdbffcfe4b5ba28df56cc1300b0f,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
442,e98ec0b460854693ad48f3663f4d71e6,Bengal,"mèo Bengal, Màu sắc: nâu đỏ ((brown bengal)",đực,02 tháng,đã tiêm 2 mũi
443,ea7d8e5591e34662b9dc9896d336fc25,Bengal,mèo báo Bengal,cái,2 tháng,chưa
444,eaff200b8f694fa3837cbaf965f9c952,Bengal,mèo báo Bengal,cái,2 tháng,đã tiêm 2 mũi
445,eb27e861aa6f4e199e706a1790113f9e,Bengal,mèo báo Bengal,cái,2 tháng,chưa
446,eb3f3b5e3d884195afe89820fb207f69,Bengal,mèo báo Bengal,đực,2 tháng,đã tiêm 2 mũi
447,f1d9bada093d4230ba82f27d31f69423,Bengal,mèo báo Bengal,đực,2 tháng,đã tiêm 2 mũi
448,f512c1c2c07540ac95a60d324ae5202d,Bengal,mèo báo Bengal,03 cái,2 tháng,chưa
449,f95a6df57f324dd4939e842b3743cc23,Scottish,mèo Scottish tai cụp,đực,2 tháng,chưa
450,fb8324203d65486f9a384874dd457238,Bengal,mèo báo Bengal,đực,8 tháng,chưa
451,fcc920db7588465b98dd202562807a06,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
452,fce77d9eab584c32a47bccb82809989a,Bengal,mèo báo Bengal,đực,3-8 tháng,chưa
453,01bf74ad0e25424f931993f4e14cad2e,Bengal,mèo báo Bengal,đực,3 tháng,đã tiêm 2 mũi
454,08126dc7bbb641279cfc7aa750cc9b7d,Bengal,mèo báo Bengal,đực,3 tháng,chưa
455,20bd55515e224ec982919ae989389bf7,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,10 tháng,đã tiêm 2 mũi
456,2a5ff050bd404abcb6c493dcc5f2725d,Maine,mèo Maine Coon (mèo Mỹ lông dài),đực,3 tháng,chưa
457,3e431e017a5247f1b125f265b09f1973,Munchkin,mèo Munchkin & Scottish,đực,6 tháng,đã tiêm 2 mũi
458,70259742e55a4f62bad4a0a5c263722e,Munchkin,mèo Munchkin (chân ngắn) & Scottish (tai cụp),đực,2 tháng,đã tiêm 2 mũi
459,e40c86948e484756acd387283e8abfe3,Anh lông dài,"mèo Ald, Màu: trắng",đực,04 tháng,đã tiêm 2 mũi
460,ebba05f2174d4df88dc4796913f49fc9,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
461,f6897af79ee346438ea19ecd9da963e6,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
462,004dfea760294b5e863e08844356d4dc,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
463,07c480078661461faf97f430c72de4b8,Scottish,mèo Scottish Fold,đực,3 tháng,đã tiêm 2 mũi
464,0b95deac1d7e48d8918acaea0d074837,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
465,0fa36b9162b24aa89c313f2c49422388,Anh lông dài,"mèo Anh lông dài (British longhair, Ald)",đực,2 tháng,chưa
466,0fcb566ad3cc409798d4b64dbc1269ae,Toyger,"mèo Toyger, Màu sắc: Brown Backerel Tabby",cái,06 tháng,đã tiêm 2 mũi
467,104ee19fa1fd4a5d95c2b21b472993cc,Scottish,mèo Scottish Fold,đực,3 tháng,chưa
468,10e20ac34ef1461c8519146098a1f6f8,Scottish,mèo Scottish Fold,đực,3 tháng,đã tiêm 2 mũi
469,1170e4b9ddd748f9abed603769f0af58,Munchkin,mèo Munchkin),đực,2 tháng,đã tiêm 2 mũi
470,125e3ae513774568a30382ce3f2bdffd,Scottish,mèo Scottish,cái,2 tháng,chưa
471,136c6cd094054cfbaaa0c2511006e194,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
472,150d1389afd148ae96e6920b0e7fc7ca,Anh lông dài,"mèo Anh lông dài (British longhair, Ald)",đực,3 tháng,đã tiêm 2 mũi
473,17cda45d6aec4ab6b3b0c1512a869ad1,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
474,1c043a218599416fbbea11045c782f34,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,12 tháng,chưa
475,1fef7783b27a470f97c86241b7dbd399,Anh lông dài,"mèo Anh lông dài (British longhair, Ald)",đực,2 tháng,chưa
476,20e24f3a7ff54178aa7ddb3bd3b3adac,Scottish,mèo Scottish Fold,đực,2 & 5 tháng,đã tiêm 2 mũi
477,21e4d3a397144140b9093534e27218e1,Anh lông dài,"mèo Anh lông dài (British Longhair, Ald)",đực,2 tháng,đã tiêm 2 mũi
478,231442dbbb3748258cb937e1327a7200,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
479,2403515b7a9d439eac9e3d07850c11a9,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
480,261a65fee8f1433d8b2089d7003dea75,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
481,2793971612494eb094aa11ef8485d299,Scottish,mèo Scottish tai cụp,đực,2 tháng,chưa
482,2aafe02d0cc848f2832e40d770d45200,Munchkin,mèo Munchkin Scottish Fold,cái,2 tháng,chưa
483,2c9c5450358d4f96a935b9f665ec085d,Scottish,mèo Scottish Fold,đực,12 tháng,chưa
484,2d54cb321d4a4f3cbc9cc2a72e48e485,Anh lông dài,"mèo Anh lông dài, Màu sắc: bicolor",đực,2 tháng,chưa
485,317d2822f5734c43a99a79c8f6be0a90,Anh lông dài,"mèo Anh lông dài (British longhair, Ald)",đực,2 tháng,chưa
486,375ad86304144ad18077e7b85bc5d3d9,Munchkin,Munchkin tai cụp,đực,2 tháng,đã tiêm 2 mũi
487,38e864d17f224aa3894627d385f9c4f6,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: trắng, Giới tính: cái",cái,2 tháng,đã tiêm 2 mũi
488,39cdb116651745d4a763ea4fb9d1d2f2,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
489,3daf6b490ef146c7a96a9bacfb5f24e8,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
490,3e81a1f0c4fc40dcafb7c287551ddac6,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
491,42e107ee6d96434f8a8f726b8c882bfe,Scottish,Scottish Fold tai cụp,đực ,5 tháng,đã tiêm 2 mũi
492,462c2c9dc4604007af180cfc19f295a7,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",đực,trưởng thành,chưa
493,46bb91f6678441a3a436977adae3a2c1,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",cái,7 tháng,chưa
494,4803a7502863438292061cd2a46b1347,Anh lông ngắn,"mèo Anh lông ngắn, Màu sắc: Hyma",đực,2 tháng,chưa
495,4851f62b4f9648168a63e9d5dc5fa6ae,Munchkin,mèo Munchkin,cái,2 tháng,chưa
496,4ab0db257f1149cbb0fbfd0004dc8613,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
497,4eed70bc753d4bca9f815892cd35fdab,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
498,4f101ea3df9a4302916c9c6ff0bb5f5b,Munchkin,mèo Munchkin,đực,12 tháng,đã tiêm 2 mũi
499,523f7dc627c643a8a18dd76b11523979,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,12 tháng,đã tiêm 2 mũi
500,54eb4d20a03b4a978c51c25009cd6e64,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
501,5f65b9faf86e4504b4e017638aed53b2,Scottish,Scottish tai cụp,đực,2 tháng,chưa
502,6279b9d471c14f2e9eb5e103dbd23e24,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
503,6529c4af61984b75a8bc785357f4cbce,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
504,65cade4f6a2f44bc9a098805a5f34a1d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
505,6623b8ca9c3f4dabb4c60ae19d56ec4d,Scottish,mèo Scottish Fold,cái,2 tháng,chưa
506,664c25042a224f9ca7defb30feaf8721,Scottish,mèo Scottish Fold,cái,2 tháng,chưa
507,6776bb5193d34f268e53c6793c9073e7,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
508,685226f644504ad0959b6c6edf02e6b2,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
509,688856a9e39d4e5dbb2fdd58cf3d1dec,Scottish,mèo Scottish Fold,đực,6 tháng,chưa
510,6922091f350f4cc880910007c55d7f59,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald",cái,trưởng thành,đã tiêm 2 mũi
511,69da10cd271241d593d7288dcbe9d47a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,3 tháng,đã tiêm 2 mũi
512,6bbdeb7db14d463fac5b8034d1de5b90,Munchkin,mèo Munchkin,đực,12 tháng,chưa
513,6c5f069d0c364cbdb89e03ecc1722a08,Scottish,mèo Scottish Fold,cái,3 tháng,chưa
514,6c9a9a69bdf14a4e84ae46f4ceb199c1,Scottish,mèo Scottish Fold,cái,2 tháng,chưa
515,6ea1566fec024d8786806f14612d86d5,Scottish,mèo Scottish Fold,đực,8 tháng,chưa
516,718aeac171a543c69b83f0e1019b1a0d,Scottish,mèo Scottish Fold,cái,3 tháng,chưa
517,750c4d4511924823b99555a32da90df7,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,10 tháng,đã tiêm 2 mũi
518,75bb08ae032b436f8c66e86a561a07f2,Scottish,mèo Scottish Fold,đực,2 tháng,đã tiêm 2 mũi
519,769246aa093342f7a25c38c3302a9694,Scottish,mèo Scottish tai cụp,đực,2 tháng,chưa
520,7840e9812f74443a9db46192edd34510,Scottish,mèo Scottish Fold,cái,3 tháng,đã tiêm 2 mũi
521,7ad8c61b63be43a1a3b03252b5bf91c7,Scottish,mèo Scottish Fold,đực,3 tháng,đã tiêm 2 mũi
522,7f98f5914cbd4acc8f203304d1419904,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
523,80fa440a39264667860e92065ae8da8d,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
524,8117b5b4e9274d2f878c12d17ae9ffa4,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
525,83e97509b3364bdb962f2e9dc3e9fff0,Scottish,mèo Scottish Fold,cái,10 tháng,đã tiêm 2 mũi
526,85a0056e48b846cca699634f9d6d2e1f,Munchkin,mèo Munchkin,đực,5 tháng,chưa
527,87dcd13a93104f5a9b61f120c410946b,Munchkin,mèo Munchkin,cái,6 tháng,chưa
528,89af9fbc7e974ec39c3e58a43fcdfe36,Scottish,mèo Scottish Fold,cái,3 tháng,chưa
529,8c780af1f1194d49892eae0a2d5855d2,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
530,8df60ed9a5b84fb2abe2838bb213702f,Anh lông dài,"mèo Anh lông dài – Ald (British Longhair) & Munchkin chân ngắn, Màu sắc: trắng, tam thể",đực,2 tháng,đã tiêm 2 mũi
531,90878d49a8e64355b72e9e528a3bbe05,Scottish,mèo Scottish Fold,cái,2 tháng,đã tiêm 2 mũi
532,9245d754af964922878948a5d1401f67,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,2 tháng,chưa
533,936fa485e4124c6f92023892af55794a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
534,94277e4300364eb88e7227c8b7db729c,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
535,945042214fe5491cb4bc9c882c5046ec,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
536,9829f92edb0a4753b9a1cd728abeace1,Munchkin,mèo Munchkin,đực (2 bé),6 tháng,đã tiêm 2 mũi
537,988f892db20f45c0933d0a7f1a33542a,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",cái,2 tháng,chưa
538,99081ceff64a40898c0d6f1e55be5785,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,3 tháng,đã tiêm 2 mũi
539,99b9bca7982e4ac284cd2d92a58f4e5f,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
540,9b0db20424ba4b8b8ff4884cd8029fb7,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
541,9d1043ff18194339925396bc09a82120,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
542,9f3c2a3d2bfe47568c1bcfb7a8ba37e9,Munchkin,mèo Munchkin,đực,12 tháng,đã tiêm 2 mũi
543,a1770ce0a2c143a28df85606ce123d78,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: bicolor, Giới tính: đực",đực,2 tháng,chưa
544,a1db70594c074f2dbec401a08577bb4a,Scottish,mèo Scottish Fold lông dài,đực,3 tháng,chưa
545,a3c119bf8fb74279a0b62e1a26ed51b0,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),cái,trưởng thành,đã tiêm 2 mũi
546,a579b7fd6a0943adb0b4e373a65fb634,Munchkin,"mèo Munchkin chân ngắn xám xanh, Màu sắc: xám xanh",đực,2 tháng,đã tiêm 2 mũi
547,aae7cb12f0b84fc299382ab7022c4bb7,Munchkin,mèo Munchkin chân ngắn),đực,2 tháng,đã tiêm 2 mũi
548,abaa406bfbd64e9f952609fa1d245214,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
549,ac3d894a0ab3477cb48f2175bd533d36,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,12 tháng,đã tiêm 2 mũi
550,ac7b3eafad0749fcb2009f0cfb2669a1,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
551,acc7b5cddb1a417bbb52f708798f4ea8,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
552,af1509f6e5294b6a80ef2812adcbca3e,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
553,b2e012247435420aba425952c0ca87af,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
554,b977f27804e54bfba2f46727d3e30471,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,04 tháng,đã tiêm 2 mũi
555,bb0005a7e58345a49a0e4784c72bdb90,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
556,bb418074e49a419ea9b34b33579fec5f,Munchkin,Munchkin tai cụp,đực,12 tháng,chưa
557,bffc7dd23a7a4daa87c3ed408caa24c8,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,3 tháng ,chưa
558,c19a867d556b4671bcad067934e5adfc,Munchkin,mèo Munchkin,đực,12 tháng,đã tiêm 2 mũi
559,c31d8a4bf1274300a2923c7957c0d4a1,Anh lông ngắn,"mèo British Shorthair (Anh lông ngắn, Aln)",đực,2 tháng,chưa
560,c869b765ceb048c09ba49b91a823d939,Anh lông dài,"mèo Anh lông dài (British Longhair), Ald, Màu sắc: bicolor, Giới tính: đực",đực,2 tháng,chưa
561,cabb4233bdfa4039a1e2dc03422645b9,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln), Scottish tai cụp",đực,2 tháng,chưa
562,cb5ee6291b944f57afab640ac73532a3,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
563,ce0a33ace4d34577974113b14175301c,Munchkin,mèo Munchkin,đực,2 tháng,chưa
564,ce867e599b164a1d96abf04d13eae2e8,Munchkin,mèo Munchkin,đực,2 & 5 tháng,chưa
565,d03fe4e6f6e543ed999238c683c3eff6,Scottish,mèo Scottish Fold,cái,3 tháng,đã tiêm 2 mũi
566,dd4162cb3a7141a29fff28a59088052e,Scottish,mèo Scottish (tai cụp),đực,trưởng thành,đã tiêm 2 mũi
567,dec3bcda85d649f183c4850d9f7e5ff7,Munchkin,mèo Munchkin (chân ngắn),đực,05 tháng,đã tiêm 2 mũi
568,df9c3f1eab93412394a726606203cf1d,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),cái,02 tháng,chưa
569,dfb760fd0ce7466fb995ff61feffef79,Scottish,mèo Scottish Fold,đực,2 tháng,chưa
570,e4ca4124f40d475d9ff7aa471d2f2ecb,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,đã tiêm 2 mũi
571,e59f9db1c13e41b6b1f1140d7c05ed9e,Anh lông ngắn,mèo Anh lông ngắn (British Shorthair),đực,4 tháng,chưa
572,e701590d823243dcb6fdb3bdeb977c57,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
573,e8751887886f4f3c9923c3625786fa0b,Anh lông ngắn,"mèo Anh lông ngắn (British Shorthair, Aln)",đực,2 tháng,chưa
574,e95287e3e90f48fa8d0240bb149318fc,Munchkin,mèo Munchkin,đực,2 tháng,đã tiêm 2 mũi
575,e9915e4450b2401eb9d29fa9def25bb1,Scottish,mèo Scottish Fold,đực,3 tháng,đã tiêm 2 mũi
